2016/06/10 02:13:08:114  -[VCPageViewController applicationDidBecomeActive:] [Line 397] --- call syncReadingStatusData
2016/06/09 19:28:48:598  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百五十六章 瓜分神阁
2016/06/09 19:28:48:599  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3100809
2016/06/09 19:28:48:599  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百五十五章 word count:3379 match number:955
2016/06/09 19:28:48:599  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百五十六章
2016/06/09 19:28:48:599  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百五十六章
, count = 955
2016/06/09 19:28:48:600  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百五十七章 壮大的九幽宫
2016/06/09 19:28:48:600  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3104697
2016/06/09 19:28:48:600  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百五十六章 word count:3888 match number:956
2016/06/09 19:28:48:600  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百五十七章
2016/06/09 19:28:48:601  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百五十七章
, count = 956
2016/06/09 19:28:48:601  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百五十八章 天雀长老
2016/06/09 19:28:48:601  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3107865
2016/06/09 19:28:48:601  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百五十七章 word count:3168 match number:957
2016/06/09 19:28:48:602  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百五十八章
2016/06/09 19:28:48:602  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百五十八章
, count = 957
2016/06/09 19:28:48:602  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百五十九章 柳青
2016/06/09 19:28:48:602  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3111049
2016/06/09 19:28:48:602  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百五十八章 word count:3184 match number:958
2016/06/09 19:28:48:603  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百五十九章
2016/06/09 19:28:48:603  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百五十九章
, count = 958
2016/06/09 19:28:48:603  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百六十章 九幽炎雀
2016/06/09 19:28:48:604  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3114257
2016/06/09 19:28:48:604  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百五十九章 word count:3208 match number:959
2016/06/09 19:28:48:604  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百六十章
2016/06/09 19:28:48:604  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百六十章
, count = 959
2016/06/09 19:28:48:604  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百六十一章 激斗柳青
2016/06/09 19:28:48:605  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3117463
2016/06/09 19:28:48:605  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百六十章 word count:3206 match number:960
2016/06/09 19:28:48:605  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百六十一章
2016/06/09 19:28:48:605  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百六十一章
, count = 960
2016/06/09 19:28:48:606  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百六十二章 真凤威压
2016/06/09 19:28:48:606  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3120858
2016/06/09 19:28:48:606  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百六十一章 word count:3395 match number:961
2016/06/09 19:28:48:606  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百六十二章
2016/06/09 19:28:48:606  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百六十二章
, count = 961
2016/06/09 19:28:48:607  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百六十三章 神兽之原
2016/06/09 19:28:48:607  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3124206
2016/06/09 19:28:48:607  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百六十二章 word count:3348 match number:962
2016/06/09 19:28:48:607  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百六十三章
2016/06/09 19:28:48:608  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百六十三章
, count = 962
2016/06/09 19:28:48:608  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百六十四章 四个名额
2016/06/09 19:28:48:608  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3127278
2016/06/09 19:28:48:608  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百六十三章 word count:3072 match number:963
2016/06/09 19:28:48:609  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百六十四章
2016/06/09 19:28:48:609  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百六十四章
, count = 963
2016/06/09 19:28:48:609  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百六十五章 两月准备
2016/06/09 19:28:48:609  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3130535
2016/06/09 19:28:48:610  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百六十四章 word count:3257 match number:964
2016/06/09 19:28:48:610  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百六十五章
2016/06/09 19:28:48:610  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百六十五章
, count = 964
2016/06/09 19:28:48:611  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百六十六章 六品至尊
2016/06/09 19:28:48:611  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3133750
2016/06/09 19:28:48:611  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百六十五章 word count:3215 match number:965
2016/06/09 19:28:48:612  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百六十七章 天品灵阵
2016/06/09 19:28:48:612  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3137094
2016/06/09 19:28:48:612  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百六十六章 六品至尊 word count:3344 match number:966
2016/06/09 19:28:48:612  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百六十七章
2016/06/09 19:28:48:613  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百六十七章
, count = 966
2016/06/09 19:28:48:613  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百六十八章 九幽界
2016/06/09 19:28:48:613  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3140621
2016/06/09 19:28:48:613  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百六十七章 word count:3527 match number:967
2016/06/09 19:28:48:614  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百六十九章 两个选择
2016/06/09 19:28:48:614  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3144261
2016/06/09 19:28:48:614  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百六十八章 九幽界 word count:3640 match number:968
2016/06/09 19:28:48:615  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百七十章 肉身之撼
2016/06/09 19:28:48:615  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3147892
2016/06/09 19:28:48:615  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百六十九章 两个选择 word count:3631 match number:969
2016/06/09 19:28:48:615  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百七十一章 天罗阵
2016/06/09 19:28:48:615  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3151536
2016/06/09 19:28:48:616  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百七十章 肉身之撼 word count:3644 match number:970
2016/06/09 19:28:48:616  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百七十二章 双重灵阵
2016/06/09 19:28:48:616  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3155153
2016/06/09 19:28:48:616  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百七十一章 天罗阵 word count:3617 match number:971
2016/06/09 19:28:48:617  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百七十三章 名额到手
2016/06/09 19:28:48:618  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3158909
2016/06/09 19:28:48:618  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百七十二章 双重灵阵 word count:3756 match number:972
2016/06/09 19:28:48:618  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百七十四章 墨锋墨铃
2016/06/09 19:28:48:619  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3162028
2016/06/09 19:28:48:619  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百七十三章 名额到手 word count:3119 match number:973
2016/06/09 19:28:48:619  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百七十五章 进入神兽之原
2016/06/09 19:28:48:620  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3165551
2016/06/09 19:28:48:620  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百七十四章 墨锋墨铃 word count:3523 match number:974
2016/06/09 19:28:48:621  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百七十五章
2016/06/09 19:28:48:621  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百七十五章
, count = 974
2016/06/09 19:28:48:621  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百七十六章 血灵泥
2016/06/09 19:28:48:622  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3169071
2016/06/09 19:28:48:622  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百七十五章 word count:3520 match number:975
2016/06/09 19:28:48:622  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百七十六章
2016/06/09 19:28:48:622  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百七十六章
, count = 975
2016/06/09 19:28:48:622  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百七十七章 巨无霸
2016/06/09 19:28:48:623  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3172184
2016/06/09 19:28:48:623  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百七十六章 word count:3113 match number:976
2016/06/09 19:28:48:623  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百七十八章 雷鸦族
2016/06/09 19:28:48:624  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3175722
2016/06/09 19:28:48:624  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百七十七章 巨无霸 word count:3538 match number:977
2016/06/09 19:28:48:624  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百七十八章
2016/06/09 19:28:48:624  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百七十八章
, count = 977
2016/06/09 19:28:48:624  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百七十九章 血灵泥胎
2016/06/09 19:28:48:625  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3179157
2016/06/09 19:28:48:625  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百七十八章 word count:3435 match number:978
2016/06/09 19:28:48:625  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百七十九章
2016/06/09 19:28:48:625  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百七十九章
, count = 978
2016/06/09 19:28:48:626  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百八十章 炼化
2016/06/09 19:28:48:626  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3182339
2016/06/09 19:28:48:626  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百七十九章 word count:3182 match number:979
2016/06/09 19:28:48:626  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百八十章
2016/06/09 19:28:48:627  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百八十章
, count = 979
2016/06/09 19:28:48:627  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百八十一章 肉身精进
2016/06/09 19:28:48:627  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3185548
2016/06/09 19:28:48:627  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百八十章 word count:3209 match number:980
2016/06/09 19:28:48:628  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百八十二章 远古炼体塔
2016/06/09 19:28:48:628  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3188888
2016/06/09 19:28:48:628  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百八十一章 肉身精进 word count:3340 match number:981
2016/06/09 19:28:48:628  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百八十二章
2016/06/09 19:28:48:628  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百八十二章
, count = 981
2016/06/09 19:28:48:629  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百八十三章 天鹏族
2016/06/09 19:28:48:629  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3192348
2016/06/09 19:28:48:629  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百八十二章 word count:3460 match number:982
